user_id,item_id,age,gender,user_level,purchase_freq,total_spend,register_days,follow_num,fans_num,price,discount_rate,category,title_length,title_emo_score,img_count,has_video,like_num,comment_num,share_num,collect_num,is_follow_author,add2cart,coupon_received,coupon_used,pv_count,last_click_gap,interaction_rate,purchase_intent,freshness_score,social_influence,label
U00000114,I00078604,22,0,5,37,1913.76,219,14,0,118.63,0.0,美妆个护,14,0.675,8,1,17,3,1,5,0,0,0,0,2,9.4,11.167,0.5,0.719,55.84,0
U00000115,I00052257,25,0,2,12,3882.22,357,23,1,99.54,0.209,数码家电,38,0.479,1,0,22,3,1,8,0,1,1,1,6,11.8,6.143,8.8,0.67,30.72,1
U00000116,I00089136,27,0,4,25,3107.27,161,6,0,246.04,0.24,食品生鲜,45,0.581,5,0,16,3,1,2,0,0,0,0,6,1.7,4.0,0.2,0.934,20.0,0
U00000117,I00035223,19,0,4,8,816.78,1,6,0,126.85,0.18,食品生鲜,21,0.643,3,1,6,0,0,1,0,0,0,0,3,2.1,1.875,0.1,0.92,9.38,0
U00000118,I00077374,29,0,4,9,2502.28,666,25,0,57.26,0.0,其他,22,0.57,4,1,53,10,5,9,0,1,0,0,11,11.1,8.458,5.9,0.684,42.29,0
U00000119,I00079576,27,0,3,21,538.54,699,4,0,14.96,0.0,数码家电,12,0.722,4,0,7,0,0,2,0,0,0,0,1,20.4,5.0,0.2,0.541,25.0,0
U00000120,I00084652,23,0,2,11,1015.32,806,14,0,50.13,0.0,服饰鞋包,25,0.533,1,1,0,0,0,0,0,0,0,0,2,15.7,0.0,0.0,0.605,0.0,0
U00000121,I00063336,23,0,5,11,199.9,441,5,0,12.99,0.107,美妆个护,40,0.485,4,0,8,1,0,2,0,0,0,0,1,2.2,6.5,0.2,0.916,32.5,0
U00000122,I00010966,18,1,2,2,499.56,500,12,0,28.38,0.238,数码家电,36,0.904,4,0,5,0,0,1,0,1,0,0,3,5.8,1.625,5.1,0.805,8.12,0
U00000123,I00024539,35,0,4,4,743.43,850,11,0,274.78,0.0,数码家电,39,0.392,4,0,5,0,0,1,0,0,1,1,2,4.6,2.167,3.1,0.839,10.84,1
U00000124,I00070593,30,1,1,8,744.07,587,3,2,29.53,0.0,服饰鞋包,27,0.583,5,0,0,0,0,0,0,1,0,0,8,19.9,0.0,5.0,0.547,0.0,0
U00000125,I00008111,29,1,2,1,313.09,196,18,0,356.94,0.0,美妆个护,26,0.747,5,0,15,4,1,3,1,1,0,0,21,19.3,1.386,5.3,0.554,16.93,1
U00000126,I00079310,31,1,2,11,2728.17,522,6,0,270.31,0.25,服饰鞋包,22,0.568,1,0,36,6,3,9,0,0,1,0,3,52.3,17.625,3.9,0.315,88.12,0
U00000127,I00027267,18,0,5,4,1138.85,235,3,0,31.29,0.0,数码家电,26,0.803,7,0,38,5,4,7,1,0,0,0,3,6.4,17.625,0.7,0.789,98.12,1
U00000128,I00052993,40,1,5,12,19324.98,457,5,0,82.37,0.188,数码家电,22,0.358,1,0,16,3,2,3,0,0,0,0,1,8.0,16.25,0.3,0.75,81.25,0
U00000129,I00082949,18,0,6,21,828.91,215,71,0,44.86,0.203,服饰鞋包,36,0.69,6,0,13,2,0,4,0,1,1,1,10,10.9,2.091,8.4,0.688,10.46,1
U00000130,I00006911,34,1,1,22,455.97,703,9,0,91.75,0.147,服饰鞋包,31,0.531,1,0,15,1,1,4,0,1,1,1,3,21.8,6.5,8.4,0.524,32.5,1
U00000131,I00000207,27,1,6,4,483.74,529,30,1,225.61,0.251,服饰鞋包,47,0.8,5,0,6,1,0,1,1,0,0,0,23,3.9,0.396,0.1,0.86,11.98,1
U00000132,I00087055,18,1,3,50,9162.74,176,0,9,36.55,0.0,美妆个护,15,0.743,3,1,9,1,1,3,1,0,0,0,6,8.0,2.643,0.3,0.75,23.22,0
U00000133,I00087898,27,1,6,9,668.46,529,40,0,77.2,0.0,服饰鞋包,5,0.651,2,1,2,0,0,0,0,0,0,0,10,1.2,0.182,0.0,0.952,0.91,0
U00000134,I00023420,30,0,4,10,3430.93,412,7,0,33.26,0.372,服饰鞋包,46,0.418,1,1,8,2,0,1,0,1,0,0,6,3.7,1.929,5.1,0.866,9.64,0
U00000135,I00050637,22,1,1,18,3350.53,1,10,0,62.42,0.07,数码家电,16,0.678,2,0,0,0,0,0,0,0,0,0,3,46.3,0.0,0.0,0.341,0.0,0
U00000136,I00050016,36,1,4,4,10530.34,664,7,0,9.96,0.0,服饰鞋包,20,0.584,1,0,7,0,0,1,0,0,0,0,3,0.1,2.125,0.1,0.996,10.62,1
U00000137,I00054269,18,1,4,11,763.32,1,8,0,61.2,0.0,美妆个护,25,0.512,5,1,19,4,0,5,0,0,0,0,10,0.8,3.136,0.5,0.968,15.68,0
U00000138,I00087940,18,0,4,1,1565.11,588,10,0,57.38,0.0,服饰鞋包,20,0.714,1,0,7,1,0,2,0,1,0,0,3,3.5,3.0,5.2,0.873,15.0,1
U00000139,I00018142,18,1,6,4,1269.3,368,7,0,52.82,0.0,服饰鞋包,8,0.363,3,0,4,1,0,1,0,0,0,0,6,0.1,1.071,0.1,0.996,5.36,1
U00000140,I00080357,18,0,4,10,1403.83,653,10,0,146.71,0.0,数码家电,29,0.85,2,0,7,1,0,2,0,0,0,0,3,10.5,3.0,0.2,0.696,15.0,0
U00000141,I00071911,28,0,4,2,1153.81,854,167,2,59.1,0.155,食品生鲜,33,0.81,2,0,2,0,0,0,0,0,0,0,9,6.0,0.2,0.0,0.8,1.0,0
U00000142,I00056045,39,0,7,5,555.65,349,30,0,127.11,0.43,服饰鞋包,24,0.67,1,0,399,112,36,129,0,1,0,0,25,5.4,35.558,17.9,0.816,177.79,1
U00000143,I00067215,33,1,1,6,273.82,295,4,0,94.92,0.0,家居日用,19,0.497,2,0,153,42,12,35,0,0,0,0,14,26.1,21.7,3.5,0.479,108.5,0
U00000144,I00033828,24,1,4,17,1637.61,725,20,1,159.53,0.044,服饰鞋包,19,0.628,1,0,15,1,1,3,0,0,0,0,1,14.6,12.25,0.3,0.622,61.25,0
U00000145,I00055821,38,0,5,16,3638.02,714,8,0,81.27,0.0,食品生鲜,16,0.386,2,1,80,10,7,20,1,1,0,0,1,12.8,75.5,7.0,0.652,387.5,1
U00000146,I00062624,35,0,4,9,1882.08,17,12,0,96.07,0.346,食品生鲜,28,0.549,1,0,20,2,1,3,0,0,0,0,1,4.6,15.75,0.3,0.839,78.75,1
